"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1317_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6063_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4451_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$2286_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$335_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4916_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$482_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$562_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$473_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6373_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4577_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$302_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
java.util.concurrent.CompletionException: java.sql.SQLRecoverableException: Listener refused the connection with the following error:\nORA-12514, TNS:listener does not currently know of service requested in connect descriptor\n
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$1218_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$553_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3758_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$264_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$901_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$255_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$910_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$464_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$491_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4568_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5222_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5750_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$317_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$326_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4559_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$455_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5229_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1144_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5247_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$344_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5256_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$353_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6218_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5393_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$1254_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5732_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5213_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$2652_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1645_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4251_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4952_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""DATON"".""COPY$1245_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 540\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1008\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1031\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1690_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$2607_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$965_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$830_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$983_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6389_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4961_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$5375_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6209_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4934_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$2787_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$4925_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$812_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$6398_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 543\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1041\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1064\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$3594_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
"java.util.concurrent.CompletionException: java.sql.SQLException: ORA-20003: Reject limit reached, query table ""KRISHNA"".""COPY$1544_LOG"" for error details\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 542\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1040\nORA-06512: at ""C##CLOUD$SERVICE.DBMS_CLOUD"", line 1063\nORA-06512: at line 1\n"
